chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,playername
NA,NA,37402,0,0,-2,2,0,2,1.0,0.5,0,Christian,0.0,163,FALSE,,NA,43,37402.jpg,1.7,Fuchs,0.3,FALSE,NA,a,9,13,5,16595,24,27120,51,0.0,1.2,Fuchs,184,0,0,0,2,0,0,0,0,0,0,0,21,33.4,28.6,2.0,6.4,Christian Fuchs
NA,NA,218031,1,-1,6,-6,1,2,5.0,4.5,0,Çaglar,4.0,164,FALSE,,NA,51,218031.jpg,4.5,Söyüncü,18.5,FALSE,NA,a,9,13,63,1451607,5579,225016,1250,0.8,12.6,Söyüncü,1260,1,1,6,9,0,0,0,2,0,0,5,321,365.0,21.6,66.0,45.4,Çaglar Söyüncü
100,100,15033,0,0,-3,3,0,2,1.2,0.7,0,Wes,0.2,165,FALSE,,2019-08-28T21:30:17.515643Z,42,15033.jpg,1.0,Morgan,0.7,FALSE,NA,a,9,13,4,19771,35,72347,112,0.0,1.0,Morgan,56,0,0,0,0,0,0,0,0,0,0,0,15,22.2,0.1,0.0,2.2,Wes Morgan
NA,NA,101668,0,0,9,-9,5,4,8.5,8.0,0,Jamie,7.5,166,TRUE,,NA,99,101668.jpg,7.9,Vardy,47.2,FALSE,NA,a,9,13,110,3127307,12197,583803,461,0.8,11.1,Vardy,1260,13,4,6,9,0,0,0,1,0,0,19,388,533.6,131.4,575.0,123.6,Jamie Vardy
NA,NA,173515,0,0,-3,3,1,4,3.8,3.3,0,Kelechi,2.8,167,FALSE,,NA,57,173515.jpg,11.0,Iheanacho,0.3,FALSE,NA,a,9,13,11,9585,231,21030,34,0.5,1.9,Iheanacho,28,1,1,0,0,0,0,0,0,0,0,3,38,51.2,12.7,42.0,10.6,Kelechi Iheanacho
NA,NA,17745,0,0,3,-3,0,1,4.5,4.0,0,Kasper,3.5,168,FALSE,,NA,53,17745.jpg,4.3,Schmeichel,13.8,FALSE,NA,a,9,13,60,746093,4113,252322,964,0.7,11.3,Schmeichel,1260,0,0,6,9,0,0,0,0,0,34,1,265,291.6,10.0,0.0,30.1,Kasper Schmeichel
NA,NA,11974,0,0,-2,2,0,1,1.0,0.5,0,Eldin,0.0,169,FALSE,,NA,43,11974.jpg,0.0,Jakupovic,0.1,FALSE,NA,a,9,13,0,1052,7,4333,8,0.0,0.0,Jakupovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Eldin Jakupovic
NA,NA,95463,0,0,-2,2,0,1,1.0,0.5,0,Danny,0.0,170,FALSE,,NA,43,95463.jpg,0.0,Ward,0.2,FALSE,NA,a,9,13,0,1766,5,7274,32,0.0,0.0,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Danny Ward
100,100,172780,0,0,6,-6,0,3,4.5,4.0,0,James,3.5,171,FALSE,,2019-11-16T20:30:13.269322Z,76,172780.jpg,5.2,Maddison,24.8,FALSE,NA,a,9,13,67,1785700,3755,752144,4375,0.5,8.8,Maddison,1142,4,3,5,8,0,0,0,1,0,0,8,254,327.4,500.5,356.0,118.4,James Maddison
NA,NA,201666,0,0,-1,1,1,3,3.0,2.5,0,Harvey,2.0,172,FALSE,,NA,59,201666.jpg,3.7,Barnes,1.2,FALSE,NA,a,9,13,48,120800,150,60390,674,0.3,8.1,Barnes,794,1,5,4,5,0,0,0,0,0,0,3,157,170.2,214.9,285.0,67.2,Harvey Barnes
0,0,115858,0,0,-3,3,0,3,0.0,0.0,0,Rachid,0.0,173,FALSE,Joined Fiorentina on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-18T22:00:13.300063Z,52,115858.jpg,0.0,Ghezzal,0.0,FALSE,NA,n,9,13,0,513,1,3684,3,0.0,0.0,Ghezzal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Rachid Ghezzal
NA,NA,51938,0,0,-3,3,0,3,1.2,0.7,0,Marc,0.2,174,FALSE,,NA,52,51938.jpg,1.4,Albrighton,0.2,FALSE,NA,a,9,13,10,7660,7,18520,20,0.0,1.9,Albrighton,190,0,1,0,2,0,0,0,1,0,0,0,52,46.6,103.3,29.0,17.8,Marc Albrighton
75,75,172632,0,0,-3,3,0,3,1.7,1.3,0,Demarai,1.2,175,FALSE,Illness - 75% chance of playing,2019-12-01T23:30:20.997051Z,52,172632.jpg,1.7,Gray,0.3,FALSE,NA,d,9,13,15,8035,1,31752,87,0.2,2.9,Gray,204,0,2,0,1,0,0,0,1,0,0,0,47,53.8,84.0,68.0,20.7,Demarai Gray
100,100,203341,0,0,0,0,0,3,3.0,2.5,0,Wilfred,2.0,176,FALSE,,2019-08-27T11:00:13.484600Z,50,203341.jpg,3.4,Ndidi,3.1,FALSE,NA,a,9,13,44,348693,389,267111,930,0.4,8.8,Ndidi,1170,2,0,6,8,0,0,0,1,0,0,3,224,341.2,149.3,106.0,59.9,Wilfred Ndidi
0,0,61604,0,0,-2,2,0,3,0.0,0.0,0,Matty,0.0,177,FALSE,Achilles injury - Unknown return date,2019-08-27T12:30:14.308742Z,43,61604.jpg,0.0,James,0.2,FALSE,NA,i,9,13,0,10000,7,21311,43,0.0,0.0,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Matty James
100,100,155569,0,0,-2,2,0,3,1.0,0.5,0,Daniel,0.0,178,FALSE,,2019-06-25T11:30:07.144362Z,43,155569.jpg,0.0,Amartey,0.3,FALSE,NA,a,9,13,0,18841,143,21722,99,0.0,0.0,Amartey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Daniel Amartey
100,100,86881,0,0,-2,2,0,3,1.0,0.5,0,Nampalys,0.0,179,FALSE,,2019-07-30T15:00:09.217034Z,43,86881.jpg,1.0,Mendy,0.9,FALSE,NA,a,9,13,1,55234,606,60311,319,0.0,0.2,Mendy,1,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.0,0.0,0.1,Nampalys Mendy
NA,NA,197469,0,0,-1,1,0,3,1.0,0.5,0,Hamza,0.0,180,FALSE,,NA,44,197469.jpg,1.8,Choudhury,0.7,FALSE,NA,a,9,13,14,82383,22,85884,184,0.0,3.2,Choudhury,318,0,1,1,4,0,0,0,1,0,0,0,65,72.8,41.5,43.0,15.6,Hamza Choudhury
NA,NA,168580,0,0,-3,3,1,3,3.8,3.3,0,Ayoze,2.8,265,FALSE,,NA,62,168580.jpg,4.3,Pérez,7.3,FALSE,NA,a,9,13,56,502261,1410,998416,2207,0.5,9.0,Pérez,831,4,2,5,6,0,0,0,0,0,0,2,168,241.2,146.0,349.0,73.7,Ayoze Pérez
NA,NA,220627,0,0,-2,2,0,2,1.0,0.5,0,James,0.0,433,FALSE,,NA,48,220627.jpg,0.0,Justin,0.1,FALSE,NA,a,9,13,0,1830,9,6023,10,0.0,0.0,Justin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,James Justin
NA,NA,166989,0,0,2,-2,2,3,3.8,3.3,0,Youri,2.8,448,FALSE,,NA,67,166989.jpg,4.4,Tielemans,10.5,FALSE,NA,a,9,13,62,798753,1475,460433,3423,0.4,9.3,Tielemans,1251,3,3,6,9,0,0,0,0,0,0,4,254,282.0,352.6,258.0,89.4,Youri Tielemans
0,0,13152,0,0,-2,2,0,3,0.0,0.0,0,Andy,0.0,480,FALSE,Joined Rangers on loan until the end of the season on 15/8. - Expected back 01 Jul,2019-08-15T22:00:13.587784Z,43,13152.jpg,0.0,King,0.4,FALSE,NA,n,9,13,0,37228,26,55036,139,0.0,0.0,King,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Andy King
NA,NA,106837,0,0,-2,2,0,3,1.5,1.0,0,Dennis,0.5,517,FALSE,,NA,53,106837.jpg,1.8,Praet,0.1,FALSE,NA,a,9,13,16,3173,6,6545,11,0.1,3.0,Praet,307,0,1,1,2,0,0,0,0,0,0,0,63,41.4,42.7,47.0,13.1,Dennis Praet
100,100,122798,0,0,1,-1,0,2,4.2,4.2,0,Andrew,3.2,181,TRUE,,2019-11-12T11:30:18.442088Z,71,122798.jpg,4.6,Robertson,22.5,FALSE,NA,a,10,14,65,717935,2274,1243861,1824,0.5,9.2,Robertson,1260,1,5,2,12,0,0,0,0,0,0,8,318,387.0,330.1,196.0,91.3,Andrew Robertson
100,100,169187,0,0,2,-2,2,2,4.5,4.5,0,Trent,3.5,182,FALSE,,2019-10-22T15:00:19.720774Z,72,169187.jpg,4.6,Alexander-Arnold,30.4,FALSE,NA,a,10,14,64,1259516,4520,815965,967,0.5,8.9,Alexander-Arnold,1260,1,6,2,12,0,0,0,3,0,0,7,310,434.6,698.2,182.0,131.5,Trent Alexander-Arnold
100,100,97032,0,0,-1,1,1,2,6.2,6.2,0,Virgil,5.2,183,FALSE,,2019-10-27T20:00:16.725016Z,64,97032.jpg,4.2,van Dijk,39.7,FALSE,NA,a,10,14,59,726526,4121,1568546,1166,0.8,9.2,van Dijk,1260,3,0,2,12,0,0,0,1,0,0,6,263,384.4,50.4,195.0,63.1,Virgil van Dijk
100,100,171287,0,0,-4,4,0,2,1.5,1.5,0,Joseph,0.5,184,FALSE,,2019-11-16T11:30:12.618594Z,51,171287.jpg,1.2,Gomez,0.7,FALSE,NA,a,10,14,6,33564,38,114685,73,0.1,1.2,Gomez,100,0,0,0,1,0,0,0,0,0,0,0,20,20.8,12.6,0.0,3.4,Joseph Gomez
0,0,60914,0,0,-2,2,0,2,0.0,0.0,0,Joel,0.0,185,FALSE,Knee injury - Unknown return date,2019-10-22T15:00:19.734580Z,53,60914.jpg,4.6,Matip,1.6,FALSE,NA,i,10,14,32,443449,7,463431,718,0.0,6.0,Matip,630,1,0,2,5,0,0,0,0,0,0,4,141,192.4,20.9,35.0,25.0,Joel Matip
100,100,38454,0,0,-2,2,0,2,2.5,2.5,0,Dejan,1.5,186,FALSE,,2019-08-14T10:00:15.198752Z,53,38454.jpg,1.8,Lovren,0.6,FALSE,NA,a,10,14,11,42004,319,23242,169,0.3,2.1,Lovren,540,0,0,0,6,0,0,0,1,0,0,0,88,112.4,7.1,52.0,17.2,Dejan Lovren
NA,NA,92217,0,0,-1,1,0,4,4.2,4.2,0,Roberto,3.2,187,FALSE,,NA,94,92217.jpg,4.8,Firmino,10.4,FALSE,NA,a,10,14,67,802332,1381,896905,2780,0.3,7.1,Firmino,1161,4,4,4,9,0,0,0,0,0,0,12,257,307.2,242.5,736.0,128.6,Roberto Firmino
100,100,152760,0,0,-3,3,0,4,1.5,1.5,0,Divock,0.5,188,FALSE,,2019-09-14T13:30:10.426607Z,52,152760.jpg,2.0,Origi,2.6,FALSE,NA,a,10,14,22,350759,149,518475,364,0.1,4.2,Origi,288,1,1,0,7,0,0,0,0,0,0,3,75,61.4,61.1,59.0,18.2,Divock Origi
0,0,116535,0,0,0,0,0,1,0.0,0.0,0,Alisson,1.0,189,FALSE,Suspended until 07 Dec,2019-11-30T17:00:19.325478Z,60,116535.jpg,1.7,Ramses Becker,7.3,FALSE,NA,s,10,14,12,296277,257,1644298,3794,0.2,2.0,Alisson,563,0,0,0,6,0,0,0,0,1,16,0,94,114.2,0.0,0.0,11.5,Alisson Ramses Becker
0,0,66797,0,0,0,0,0,1,0.0,0.0,0,Simon,0.0,190,FALSE,Joined Club Brugge on a permanent deal on 5/8,2019-08-05T14:30:10.321194Z,45,66797.jpg,0.0,Mignolet,0.0,FALSE,NA,u,10,14,0,407,2,2687,4,0.0,0.0,Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Simon Mignolet
100,100,118748,0,0,-3,3,2,3,3.8,3.8,0,Mohamed,2.8,191,FALSE,,2019-11-12T23:00:18.865321Z,122,118748.jpg,6.2,Salah,22.3,FALSE,NA,a,10,14,75,1007292,1489,2350677,3392,0.2,6.1,Salah,1010,6,3,4,8,0,0,0,0,0,0,8,210,331.2,247.1,670.0,124.7,Mohamed Salah
100,100,110979,0,0,7,-7,4,3,5.5,5.5,0,Sadio,4.5,192,TRUE,,2019-09-22T20:00:17.288665Z,122,110979.jpg,6.7,Mané,40.6,FALSE,NA,a,10,14,94,2565341,4748,839295,1974,0.4,7.7,Mané,1146,8,4,3,10,0,0,0,1,0,0,13,278,434.0,369.1,503.0,130.6,Sadio Mané
NA,NA,81880,0,0,-3,3,0,3,2.8,2.8,0,Alex,1.8,193,FALSE,,NA,62,81880.jpg,1.6,Oxlade-Chamberlain,0.6,FALSE,NA,a,10,14,16,50366,283,46549,224,0.3,2.6,Chamberlain,401,0,0,2,3,0,0,0,0,0,0,0,56,59.4,68.7,181.0,30.9,Alex Oxlade-Chamberlain
100,100,68312,0,0,-2,2,0,3,1.0,1.0,0,Xherdan,0.0,194,FALSE,,2019-09-25T09:00:17.914508Z,63,68312.jpg,1.0,Shaqiri,0.2,FALSE,NA,a,10,14,2,5107,12,25263,11,0.0,0.3,Shaqiri,11,0,0,0,0,0,0,0,0,0,0,0,6,1.8,1.5,8.0,1.1,Xherdan Shaqiri
NA,NA,39155,0,0,-2,2,0,3,1.2,1.2,0,Adam,0.2,195,FALSE,,NA,58,39155.jpg,2.2,Lallana,0.1,FALSE,NA,a,10,14,13,3666,5,7566,22,0.0,2.2,Lallana,134,1,0,0,2,0,0,0,0,0,0,1,51,57.6,42.5,51.0,15.1,Adam Lallana
100,100,175592,0,0,-2,2,0,3,1.0,1.0,0,Naby,0.0,196,FALSE,,2019-11-27T19:30:17.831891Z,58,175592.jpg,1.0,Keita,0.2,FALSE,NA,a,10,14,2,4953,16,31037,20,0.0,0.3,Keita,14,0,0,0,0,0,0,0,0,0,0,0,6,2.4,3.0,0.0,0.5,Naby Keita
0,0,116643,0,0,0,0,0,3,0.0,0.0,0,Fabio Henrique,2.5,197,FALSE,Ankle injury - Expected back 02 Jan,2019-11-23T17:00:22.531327Z,55,116643.jpg,2.7,Tavares,1.3,FALSE,NA,i,10,14,32,109747,17,125944,778,0.5,5.8,Fabinho,1006,1,1,2,10,0,0,0,5,0,0,4,199,220.6,198.8,41.0,46.1,Fabio Henrique Tavares
100,100,56979,0,0,-1,1,0,3,3.8,3.8,0,Jordan,2.8,198,FALSE,,2019-11-16T11:30:12.667431Z,54,56979.jpg,2.9,Henderson,1.0,FALSE,NA,a,10,14,38,64711,254,65350,255,0.5,7.0,Henderson,887,1,1,4,8,0,0,0,0,0,0,2,185,189.2,141.1,94.0,42.5,Jordan Henderson
NA,NA,41733,0,0,-1,1,1,3,2.5,2.5,0,Georginio,1.5,199,FALSE,,NA,54,41733.jpg,2.8,Wijnaldum,2.8,FALSE,NA,a,10,14,39,191141,479,194043,811,0.3,7.2,Wijnaldum,1169,1,0,4,10,0,0,0,0,0,0,2,176,158.2,101.6,151.0,41.0,Georginio Wijnaldum
100,100,15157,0,0,-2,2,1,3,1.5,1.5,0,James,0.5,200,FALSE,,2019-09-27T10:30:15.087691Z,53,15157.jpg,2.5,Milner,0.6,FALSE,NA,a,10,14,25,34595,28,59879,105,0.1,4.7,Milner,278,1,2,1,4,0,0,0,2,0,0,3,78,91.0,55.5,39.0,18.7,James Milner
0,0,217989,0,0,0,0,0,3,0.0,0.0,0,Rafael,0.0,201,FALSE,Joined Sporting CP on a permanent deal on 27/6,2019-07-02T09:00:13.203360Z,45,217989.jpg,0.0,Camacho,0.0,FALSE,NA,u,10,14,0,370,0,484,2,0.0,0.0,Camacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Rafael Camacho
NA,NA,195473,0,0,-2,2,0,4,1.0,1.0,0,Rhian,0.0,464,FALSE,,NA,43,195473.jpg,0.0,Brewster,0.6,FALSE,NA,a,10,14,0,50115,136,58115,119,0.0,0.0,Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Rhian Brewster
100,100,60706,0,0,-3,3,0,1,1.2,1.2,0,Adrián,0.2,526,FALSE,,2019-08-16T11:00:10.760553Z,42,60706.jpg,2.7,San Miguel del Castillo,2.9,FALSE,NA,a,10,14,24,601705,594,509895,552,0.0,5.7,Adrián,693,0,0,2,7,0,0,0,1,0,14,0,110,97.4,0.0,0.0,9.8,Adrián San Miguel del Castillo
NA,NA,11948,0,0,-2,2,0,1,1.0,1.0,0,Andy,0.0,530,FALSE,,NA,43,11948.jpg,0.0,Lonergan,0.0,FALSE,NA,a,10,14,0,2142,4,2577,4,0.0,0.0,Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Andy Lonergan
75,75,200720,0,0,0,0,0,1,0.8,0.8,0,Caoimhin,0.0,531,FALSE,Knock - 75% chance of playing,2019-11-13T16:30:17.640123Z,45,200720.jpg,0.0,Kelleher,0.0,FALSE,NA,d,10,14,0,917,1,1215,2,0.0,0.0,Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Caoimhin Kelleher
100,100,444884,0,0,0,0,0,3,1.0,1.0,0,Harvey,0.0,550,FALSE,,2019-11-13T16:30:17.659021Z,45,444884.jpg,0.0,Elliott,0.0,FALSE,NA,a,10,14,0,508,5,341,1,0.0,0.0,Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Harvey Elliott
0,0,146941,0,0,-2,2,0,2,0.0,0.0,0,Aymeric,0.0,202,FALSE,Knee injury - Expected back 01 Feb,2019-08-31T15:00:12.277175Z,63,146941.jpg,2.2,Laporte,2.1,FALSE,NA,i,11,43,9,120782,7,549295,108,0.0,1.4,Laporte,306,0,0,1,3,0,0,0,1,0,0,0,56,63.0,27.4,19.0,10.9,Aymeric Laporte
100,100,58621,0,0,-2,2,1,2,1.5,2.0,2,Kyle,1.0,203,FALSE,,2019-10-19T19:00:18.236898Z,58,58621.jpg,3.2,Walker,12.4,FALSE,NA,a,11,43,39,538237,691,1007336,2160,0.2,6.7,Walker,997,1,2,2,14,0,0,0,2,0,0,3,207,172.6,158.1,112.0,44.4,Kyle Walker
100,100,102826,0,0,-3,3,0,2,1.3,1.8,0,Benjamin,0.8,204,FALSE,,2019-10-06T13:00:13.676629Z,57,102826.jpg,3.2,Mendy,1.0,FALSE,NA,a,11,43,16,162462,103,130541,1509,0.1,2.8,Mendy,387,0,0,2,3,0,0,0,0,0,0,0,86,51.4,59.7,48.0,16.0,Benjamin Mendy
50,50,206325,0,0,-3,3,0,2,0.2,0.5,0,Oleksandr,0.0,206,FALSE,Lack of match fitness - 50% chance of playing,2019-10-22T21:00:12.926612Z,52,206325.jpg,2.6,Zinchenko,2.8,FALSE,NA,d,11,43,18,579385,10,1111315,417,0.0,3.5,Zinchenko,585,0,0,2,9,0,0,0,0,0,0,0,123,124.4,197.3,48.0,37.0,Oleksandr Zinchenko
100,100,97299,0,0,-2,2,0,2,1.5,2.0,0,John,1.0,207,FALSE,,2019-09-17T15:30:09.972642Z,53,97299.jpg,2.5,Stones,1.5,FALSE,NA,a,11,43,20,86569,110,223789,1130,0.2,3.8,Stones,641,0,0,2,10,0,0,0,0,0,0,0,137,117.0,31.5,48.0,19.7,John Stones
100,100,57410,-1,1,-5,5,1,2,1.0,1.5,2,Nicolás,0.5,208,FALSE,,2019-10-19T19:00:18.280515Z,50,57410.jpg,3.2,Otamendi,2.3,FALSE,NA,a,11,43,29,621110,197,594522,757,0.1,5.7,Otamendi,693,1,1,2,10,0,0,0,2,0,0,0,145,166.4,31.2,216.0,41.2,Nicolás Otamendi
0,0,100180,0,0,0,0,0,2,0.0,0.0,0,Danilo Luiz,0.0,209,FALSE,Joined Juventus on a permanent deal on 7/8.,2019-08-07T20:30:14.457427Z,50,100180.jpg,0.0,da Silva,0.0,FALSE,NA,u,11,43,0,486,1,5570,6,0.0,0.0,Danilo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Danilo Luiz da Silva
0,0,37572,0,0,-2,2,2,4,0.0,0.0,0,Sergio,1.0,210,FALSE,Groin Injury - Unknown return date,2019-11-23T19:30:19.368163Z,118,37572.jpg,6.0,Agüero,11.9,FALSE,NA,i,11,43,72,1342531,25,1910026,9036,0.1,6.1,Agüero,810,9,3,2,13,0,0,0,0,0,0,6,287,353.4,161.1,582.0,109.7,Sergio Agüero
100,100,205651,0,0,1,-1,1,4,4.5,5.0,13,Gabriel Fernando,4.0,211,FALSE,,2019-08-25T15:30:15.252763Z,96,205651.jpg,3.9,de Jesus,3.0,FALSE,NA,a,11,43,47,221178,7164,214571,441,0.4,4.9,Jesus,635,5,2,3,5,0,0,0,1,0,0,4,171,220.2,104.4,575.0,89.5,Gabriel Fernando de Jesus
100,100,121160,0,0,0,0,0,1,1.7,2.2,2,Ederson,1.2,212,FALSE,,2019-11-06T23:00:23.402607Z,60,121160.jpg,3.6,Santana de Moraes,15.5,FALSE,NA,a,11,43,50,803544,1374,1077191,3105,0.2,8.3,Ederson,1260,0,0,5,14,0,0,0,3,0,32,2,242,267.8,3.0,0.0,27.0,Ederson Santana de Moraes
100,100,33148,0,0,-2,2,0,1,0.7,1.2,0,Claudio,0.2,213,FALSE,,2019-06-25T11:30:07.160148Z,48,33148.jpg,1.0,Bravo,0.3,FALSE,NA,a,11,43,1,9510,11,20461,64,0.0,0.2,Bravo,90,0,0,0,3,0,0,0,0,0,2,0,16,16.2,0.0,0.0,1.6,Claudio Bravo
NA,NA,103955,0,0,-1,1,2,3,4.0,4.5,3,Raheem,3.5,214,TRUE,,NA,119,103955.jpg,5.6,Sterling,29.6,FALSE,NA,a,11,43,79,1638136,684,1879910,17774,0.3,6.6,Sterling,1221,8,1,5,16,0,0,0,4,0,0,7,267,416.6,379.9,898.0,169.5,Raheem Sterling
100,100,61366,1,-1,8,-8,3,3,6.0,6.5,3,Kevin,5.5,215,TRUE,,2019-10-01T13:00:13.781598Z,103,61366.jpg,6.9,De Bruyne,41.4,FALSE,NA,a,11,43,96,3243254,6666,1668304,5602,0.5,9.4,De Bruyne,1132,4,10,6,11,0,0,0,0,0,0,13,393,492.8,829.9,384.0,170.9,Kevin De Bruyne
0,0,182156,0,0,-2,2,0,3,0.0,0.0,0,Leroy,0.0,216,FALSE,Knee injury - Unknown return date,2019-08-04T23:30:16.051513Z,93,182156.jpg,0.0,Sané,0.2,FALSE,NA,i,11,43,0,1540,4,33315,13,0.0,0.0,Sané,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leroy Sané
NA,NA,103025,0,0,-2,2,3,3,5.0,5.5,6,Riyad,4.5,217,FALSE,,NA,83,103025.jpg,5.8,Mahrez,3.6,FALSE,NA,a,11,43,64,810231,865,797010,972,0.5,7.7,Mahrez,633,4,5,3,4,0,0,0,0,0,0,9,245,305.4,305.2,302.0,91.2,Riyad Mahrez
100,100,165809,0,0,-1,1,3,3,5.0,5.5,7,Bernardo Mota,4.5,218,FALSE,,2019-11-13T14:30:18.982377Z,79,165809.jpg,4.9,Veiga de Carvalho e Silva,10.3,FALSE,NA,a,11,43,64,716214,2938,1688607,1471,0.6,8.1,Bernardo Silva,835,5,4,3,14,0,0,0,3,0,0,5,268,374.8,299.9,506.0,118.0,Bernardo Mota Veiga de Carvalho e Silva
100,100,20664,0,0,1,-1,4,3,4.5,5.0,9,David,4.0,219,TRUE,,2019-11-23T20:00:18.213002Z,76,20664.jpg,5.5,Silva,8.0,FALSE,NA,a,11,43,77,1168485,7560,992981,967,0.5,10.1,David Silva,920,3,8,6,8,0,0,0,0,0,0,8,279,315.2,339.1,444.0,109.9,David Silva
100,100,209244,0,0,-4,4,0,3,1.3,1.8,1,Phil,0.8,220,FALSE,,2019-09-17T15:30:09.993154Z,51,209244.jpg,1.0,Foden,0.3,FALSE,NA,a,11,43,7,7551,14,36168,41,0.2,1.4,Foden,84,0,0,0,2,0,0,0,0,0,0,0,26,28.4,54.9,56.0,13.9,Phil Foden
NA,NA,27789,0,0,-3,3,0,3,2.5,3.0,3,Fernando,2.0,221,FALSE,,NA,52,27789.jpg,1.8,Luiz Rosa,0.7,FALSE,NA,a,11,43,20,24288,128,64946,110,0.4,3.8,Fernandinho,943,0,0,4,10,0,0,0,2,1,0,0,160,223.8,40.4,101.0,36.6,Fernando Luiz Rosa
100,0,59859,0,0,-3,3,0,3,1.3,0.0,0,Ilkay,0.8,222,FALSE,,2019-11-30T15:00:19.118909Z,52,59859.jpg,1.8,Gündogan,1.3,FALSE,NA,a,11,43,24,75231,62,181882,588,0.2,4.6,Gündogan,903,1,0,2,15,0,0,0,5,0,0,1,169,170.0,328.2,196.0,69.4,Ilkay Gündogan
100,100,145235,0,0,-3,3,0,2,1.3,1.8,2,José Ángel,0.8,440,FALSE,,2019-10-29T22:00:20.039411Z,47,145235.jpg,2.0,Esmorís Tasende,0.2,FALSE,NA,a,11,43,10,11182,170,16911,65,0.2,2.1,Angeliño,332,0,1,0,5,0,0,0,1,0,0,1,81,75.6,145.5,37.0,25.9,José Ángel Esmorís Tasende
100,100,220566,0,0,-1,1,1,3,4.3,4.8,9,Rodrigo,3.8,443,FALSE,,2019-11-23T19:30:19.850877Z,54,220566.jpg,3.1,Hernandez,1.0,FALSE,NA,a,11,43,40,117104,761,165509,106,0.7,7.4,Rodrigo,976,2,1,4,14,0,0,0,3,0,0,3,241,305.2,208.9,78.0,59.2,Rodrigo Hernandez
100,100,121145,0,0,-2,2,0,2,1.0,1.5,0,João Pedro Cavaco,0.5,518,FALSE,,2019-08-09T13:00:15.096874Z,53,121145.jpg,3.2,Cancelo,1.1,FALSE,NA,a,11,43,19,113308,61,147580,951,0.1,3.6,Cancelo,397,0,0,2,3,0,0,0,1,0,0,3,105,90.0,96.9,61.0,24.8,João Pedro Cavaco Cancelo
NA,NA,432656,0,0,0,0,0,2,0.7,1.2,1,Eric,0.2,544,FALSE,,NA,45,432656.jpg,1.0,Garcia,0.0,FALSE,NA,a,11,43,2,1112,6,854,7,0.0,0.4,Garcia,32,0,0,0,1,0,0,0,0,0,0,0,7,9.8,0.6,0.0,1.0,Eric Garcia
NA,NA,17601,0,0,0,0,0,1,0.5,1.0,0,Scott,0.0,562,FALSE,,NA,40,17601.jpg,0.0,Carson,0.0,FALSE,NA,a,11,43,0,1851,27,420,15,0.0,0.0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Scott Carson
100,100,214590,0,0,-2,2,0,2,0.3,0.8,0,Aaron,0.8,122,FALSE,,2019-09-30T19:00:19.435462Z,53,214590.jpg,2.2,Wan-Bissaka,15.0,FALSE,NA,a,12,1,26,599650,245,1804387,3486,0.2,4.9,Wan-Bissaka,1070,0,0,2,15,0,0,0,4,0,0,2,185,244.2,130.0,52.0,42.7,Aaron Wan-Bissaka
100,100,95658,0,0,-2,2,0,2,0.3,0.8,0,Harry,0.8,160,FALSE,,2019-11-08T01:00:10.281816Z,53,95658.jpg,2.1,Maguire,11.3,FALSE,NA,a,12,1,30,391049,206,860835,2539,0.2,5.7,Maguire,1260,0,0,2,17,0,0,0,2,0,0,0,198,256.8,125.8,169.0,55.5,Harry Maguire
